ID,Titel,Fase ID,Fase Label,Oorzaak,Impact,Gevolg,Advies,Beschrijving,Minimale Extra Reistijd (min.),Maximale Extra Reistijd (min.),Station Codes,Station Namen,Starttijd,Geschatte Eindtijd,Eindtijd,Tijdstip collectie
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T08:38:32
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T08:46:35
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T08:46:35
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T08:54:22
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T08:54:22
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T09:10:58
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:10:58
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T09:27:42
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:27:42
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T09:36:38
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:36:38
6028026,Zwolle-Kampen,2,Impact bekend,Tekort personeel,2,veel minder treinen,,Tussen Zwolle en Kampen rijden er veel minder treinen door een tekort aan personeel.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T11:00:00+0100,2024-01-01T11:00:00+0100,2024-01-01T09:44:21
6028027,Zwolle-Enschede,2,Impact bekend,Tekort personeel,2,minder Sprinters,,Tussen Zwolle en Almelo rijden er minder Sprinters door een tekort aan personeel.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:44:21
6028026,Zwolle-Kampen,4,Storing voorbij,Tekort personeel,2,beperkingen voorbij,,Tussen Zwolle en Kampen zijn de beperkingen voorbij.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:52:20
6028027,Zwolle-Enschede,4,Storing voorbij,Tekort personeel,2,beperkingen voorbij,,Tussen Zwolle en Almelo zijn de beperkingen voorbij.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T09:52:20
6028026,Zwolle-Kampen,4,Storing voorbij,Tekort personeel,2,beperkingen voorbij,,Tussen Zwolle en Kampen zijn de beperkingen voorbij.,,,"KPN, ZL, ZLSH","Kampen, Zwolle, Zwolle Stadshagen",2024-01-01T07:02:34+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:04
6028027,Zwolle-Enschede,4,Storing voorbij,Tekort personeel,2,beperkingen voorbij,,Tussen Zwolle en Almelo zijn de beperkingen voorbij.,,,"AML, AMRI, BN, ES, ESK, HGL, HNO, NVD, RAT, WDN, ZL","Almelo, Almelo de Riet, Borne, Enschede, Enschede Kennispark, Heino, Hengelo, Nijverdal, Raalte, Wierden, Zwolle",2024-01-01T07:06:06+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:00+0100,2024-01-01T10:00:04
6028028,Amsterdam-Zaandam-Alkmaar; Haarlem-Alkmaar,1b,Gevolgen bekend,Persoon op het spoor,3,verstoring treindienst,,Tussen Uitgeest en Alkmaar is er een verstoring in de treindienst en tussen Haarlem en Uitgeest is er een verstoring in de treindienst door een persoon op het spoor.,,,"AMR, ASD, ASS, BLL, BV, CAS, DRH, HK, HLM, HLO, KMA, KZ, SPTN, SPTZ, UTG, WM, ZD, ZZS","Alkmaar, Amsterdam Centraal, Amsterdam Sloterdijk, Beverwijk, Bloemendaal, Castricum, Driehuis, Haarlem, Heemskerk, Heiloo, Koog aan de Zaan, Krommenie-Assendelft, Santpoort Noord, Santpoort Zuid, Uitgeest, Wormerveer, Zaandam, Zaandijk Zaanse Schans",2024-01-01T13:46:49+0100,2024-01-01T14:45:00+0100,2024-01-01T14:45:00+0100,2024-01-01T13:59:01
6028028,Uitgeest,4,Storing voorbij,Hulpdiensten,2,beperkingen voorbij,,Van en naar Uitgeest zijn de beperkingen voorbij.,,,"AMR, ASD, ASS, BLL, BV, CAS, DRH, HK, HLM, HLO, KMA, KZ, SPTN, SPTZ, UTG, WM, ZD, ZZS","Alkmaar, Amsterdam Centraal, Amsterdam Sloterdijk, Beverwijk, Bloemendaal, Castricum, Driehuis, Haarlem, Heemskerk, Heiloo, Koog aan de Zaan, Krommenie-Assendelft, Santpoort Noord, Santpoort Zuid, Uitgeest, Wormerveer, Zaandam, Zaandijk Zaanse Schans",2024-01-01T13:46:49+0100,2024-01-01T14:45:00+0100,2024-01-01T14:45:00+0100,2024-01-01T14:18:17
6028029,Rotterdam-Dordrecht; Rotterdam-Breda (HSL),1b,Gevolgen bekend,Brandmelding,3,vertraging en minder treinen,,Tussen Rotterdam Centraal en Rotterdam Zuid is er vertraging en rijden er minder treinen door een brandmelding.,,,"BD, BDPB, BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Breda, Breda-Prinsenbeek, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,,2024-01-01T20:17:31+0100,2024-01-01T16:49:08
6028029,Rotterdam-Dordrecht; Rotterdam-Breda (HSL),1b,Gevolgen bekend,Brandmelding,3,geen treinen,,Tussen Rotterdam Centraal en Rotterdam Zuid rijden er geen treinen door een brandmelding.,,,"BD, BDPB, BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Breda, Breda-Prinsenbeek, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T16:56:51
6028031,Rotterdam-Breda (HSL),1b,Gevolgen bekend,Brandmelding,4,geen treinen op de HSL,,Tussen Rotterdam Centraal en Breda rijden er op de hogesnelheidslijn geen treinen door een brandmelding.,,,"BD, BDPB, RLB, RTB, RTD, RTZ","Breda, Breda-Prinsenbeek, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:14:51
6028029,Rotterdam-Dordrecht,1b,Gevolgen bekend,Brandmelding,4,geen treinen,,Tussen Rotterdam Centraal en Rotterdam Zuid rijden er geen treinen door een brandmelding.,,,"BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:14:51
6028033,Breda-'s-Hertogenbosch,2,Impact bekend,Brandmelding,2,minder Intercity's,,Tussen Breda en 's-Hertogenbosch rijden er minder Intercity's door een brandmelding.,,15,"BD, GZ, HT, TB, TBR, TBU","'s-Hertogenbosch, Breda, Gilze-Rijen, Tilburg, Tilburg Reeshof, Tilburg Universiteit",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:30:56
6028032,Den Haag-Rotterdam,2,Impact bekend,Brandmelding,2,minder treinen,,Tussen Den Haag Centraal en Rotterdam Centraal rijden er minder treinen door een brandmelding.,,,"DT, DTCP, GV, GVC, GVMW, RSW, RTD, SDM","Delft, Delft Campus, Den Haag Centraal, Den Haag HS, Den Haag Moerwijk, Rijswijk, Rotterdam Centraal, Schiedam Centrum",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:30:56
6028029,Rotterdam-Dordrecht,2,Impact bekend,Brandmelding,4,geen treinen,,Tussen Rotterdam Centraal en Rotterdam Zuid rijden er geen treinen door een brandmelding.,,,"BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:30:56
6028031,Rotterdam-Breda (HSL),2,Impact bekend,Brandmelding,4,geen treinen op de HSL,,Tussen Rotterdam Centraal en Breda rijden er op de hogesnelheidslijn geen treinen door een brandmelding.,,,"BD, BDPB, RLB, RTB, RTD, RTZ","Breda, Breda-Prinsenbeek, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:30:56
6028033,Breda-'s-Hertogenbosch,4,Storing voorbij,Brandmelding,2,beperkingen voorbij,,Tussen Breda en 's-Hertogenbosch zijn de beperkingen voorbij.,,,"BD, GZ, HT, TB, TBR, TBU","'s-Hertogenbosch, Breda, Gilze-Rijen, Tilburg, Tilburg Reeshof, Tilburg Universiteit",2024-01-01T16:46:38+0100,2024-01-01T17:45:00+0100,2024-01-01T17:45:00+0100,2024-01-01T17:40:35
6028029,Rotterdam-Dordrecht,4,Storing voorbij,Brandmelding,4,beperkingen voorbij,,Tussen Rotterdam Centraal en Rotterdam Zuid zijn de beperkingen voorbij.,,,"BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:40:35
6028032,Den Haag-Rotterdam,4,Storing voorbij,Brandmelding,2,beperkingen voorbij,,Tussen Den Haag Centraal en Rotterdam Centraal zijn de beperkingen voorbij.,,,"DT, DTCP, GV, GVC, GVMW, RSW, RTD, SDM","Delft, Delft Campus, Den Haag Centraal, Den Haag HS, Den Haag Moerwijk, Rijswijk, Rotterdam Centraal, Schiedam Centrum",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:40:35
6028031,Rotterdam-Breda (HSL),2,Impact bekend,Brandmelding,4,geen treinen op de HSL,,Tussen Rotterdam Centraal en Breda rijden er op de hogesnelheidslijn geen treinen door een brandmelding.,,,"BD, BDPB, RLB, RTB, RTD, RTZ","Breda, Breda-Prinsenbeek, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid",2024-01-01T16:46:38+0100,2024-01-01T18:15:00+0100,2024-01-01T18:15:00+0100,2024-01-01T17:40:35
6028029,Rotterdam-Dordrecht,4,Storing voorbij,Brandmelding,4,beperkingen voorbij,,Tussen Rotterdam Centraal en Rotterdam Zuid zijn de beperkingen voorbij.,,,"BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:48:41
6028032,Den Haag-Rotterdam,4,Storing voorbij,Brandmelding,2,beperkingen voorbij,,Tussen Den Haag Centraal en Rotterdam Centraal zijn de beperkingen voorbij.,,,"DT, DTCP, GV, GVC, GVMW, RSW, RTD, SDM","Delft, Delft Campus, Den Haag Centraal, Den Haag HS, Den Haag Moerwijk, Rijswijk, Rotterdam Centraal, Schiedam Centrum",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:48:41
6028031,Rotterdam-Breda (HSL),4,Storing voorbij,Brandmelding,4,beperkingen voorbij,,Tussen Rotterdam Centraal en Breda zijn de beperkingen voorbij.,,,"BD, BDPB, RLB, RTB, RTD, RTZ","Breda, Breda-Prinsenbeek, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:48:41
6028032,Den Haag-Rotterdam,4,Storing voorbij,Brandmelding,2,beperkingen voorbij,,Tussen Den Haag Centraal en Rotterdam Centraal zijn de beperkingen voorbij.,,,"DT, DTCP, GV, GVC, GVMW, RSW, RTD, SDM","Delft, Delft Campus, Den Haag Centraal, Den Haag HS, Den Haag Moerwijk, Rijswijk, Rotterdam Centraal, Schiedam Centrum",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:56:27
6028029,Rotterdam-Dordrecht,4,Storing voorbij,Brandmelding,4,beperkingen voorbij,,Tussen Rotterdam Centraal en Rotterdam Zuid zijn de beperkingen voorbij.,,,"BRD, DDR, RLB, RTB, RTD, RTZ, ZWD","Barendrecht, Dordrecht, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid, Zwijndrecht",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:56:27
6028031,Rotterdam-Breda (HSL),4,Storing voorbij,Brandmelding,4,beperkingen voorbij,,Tussen Rotterdam Centraal en Breda zijn de beperkingen voorbij.,,,"BD, BDPB, RLB, RTB, RTD, RTZ","Breda, Breda-Prinsenbeek, Rotterdam Blaak, Rotterdam Centraal, Rotterdam Lombardijen, Rotterdam Zuid",2024-01-01T16:46:38+0100,2024-01-01T18:00:00+0100,2024-01-01T18:00:00+0100,2024-01-01T17:56:27
6028035,Deventer-Almelo; Zwolle-Almelo; Almelo-Hardenberg,1b,Gevolgen bekend,Wisselstoring,2,vertraging en minder treinen,,Tussen Almelo en Mariënberg is er vertraging en rijden er minder treinen en tussen Wierden en Almelo is er vertraging en rijden er minder treinen door een wisselstoring.,,,"AML, DA, DV, DVC, HDB, HNO, HON, MRB, NVD, RAT, RSN, VHP, VZ, WDN, ZL","Almelo, Daarlerveen, Deventer, Deventer Colmschate, Hardenberg, Heino, Holten, Mariënberg, Nijverdal, Raalte, Rijssen, Vriezenveen, Vroomshoop, Wierden, Zwolle",2024-01-01T17:50:01+0100,2024-01-01T20:15:00+0100,2024-01-01T20:15:00+0100,2024-01-01T18:10:19
6028035,Deventer-Almelo; Zwolle-Almelo; Almelo-Hardenberg,1b,Gevolgen bekend,Wisselstoring,2,vertraging en minder treinen,,Tussen Almelo en Mariënberg is er vertraging en rijden er minder treinen en tussen Wierden en Almelo is er vertraging en rijden er minder treinen door een wisselstoring.,,,"AML, DA, DV, DVC, HDB, HNO, HON, MRB, NVD, RAT, RSN, VHP, VZ, WDN, ZL","Almelo, Daarlerveen, Deventer, Deventer Colmschate, Hardenberg, Heino, Holten, Mariënberg, Nijverdal, Raalte, Rijssen, Vriezenveen, Vroomshoop, Wierden, Zwolle",2024-01-01T17:50:01+0100,2024-01-01T20:15:00+0100,2024-01-01T20:15:00+0100,2024-01-01T18:24:29
6028035,Deventer-Almelo; Zwolle-Almelo; Almelo-Hardenberg,1b,Gevolgen bekend,Wisselstoring,2,vertraging en minder treinen,,Tussen Almelo en Mariënberg is er vertraging en rijden er minder treinen en tussen Wierden en Almelo is er vertraging en rijden er minder treinen door een wisselstoring.,,,"AML, DA, DV, DVC, HDB, HNO, HON, MRB, NVD, RAT, RSN, VHP, VZ, WDN, ZL","Almelo, Daarlerveen, Deventer, Deventer Colmschate, Hardenberg, Heino, Holten, Mariënberg, Nijverdal, Raalte, Rijssen, Vriezenveen, Vroomshoop, Wierden, Zwolle",2024-01-01T17:50:01+0100,2024-01-01T20:15:00+0100,2024-01-01T20:15:00+0100,2024-01-01T18:32:32
